date,category,dish_name,quantity_sold,unit_cost,selling_price,total_cost,total_revenue,waste_qty,waste_cost,day_of_week
2024-08-21,Primi,Penne Arrabbiata,27,2.8,12,75.6,324,0.7,1.96,Mercoledì
2024-08-21,Primi,Tagliatelle Bolognese,28,4.2,15,117.6,420,1.2,5.04,Mercoledì
2024-08-21,Primi,Gnocchi 4 Formaggi,36,3.9,14,140.4,504,1.4,5.46,Mercoledì
2024-08-21,Secondi,Tagliata di Manzo,20,8.5,28,170,560,1.8,15.3,Mercoledì
2024-08-21,Secondi,Filetto di Branzino,24,7.2,26,172.8,624,2.8,20.16,Mercoledì
2024-08-21,Secondi,Pollo alla Griglia,17,4.8,18,81.6,306,1.2,5.76,Mercoledì
2024-08-21,Secondi,Costata di Maiale,29,6.2,22,179.8,638,2.7,16.74,Mercoledì
2024-08-21,Contorni,Insalata Mista,10,1.8,6,18,60,1.1,1.98,Mercoledì
2024-08-21,Contorni,Patate al Forno,12,1.2,5,14.4,60,0.6,0.72,Mercoledì
2024-08-21,Contorni,Verdure Grigliate,15,2.5,7,37.5,105,1.6,4,Mercoledì
2024-08-21,Dolci,Tiramisù,15,2.8,8,42,120,0.6,1.68,Mercoledì
2024-08-21,Dolci,Panna Cotta,16,2.2,7,35.2,112,0.6,1.32,Mercoledì
2024-08-21,Dolci,Cheesecake,13,3.5,9,45.5,117,0.9,3.15,Mercoledì
2024-08-21,Dolci,Profiterole,15,3.2,8,48,120,1.1,3.52,Mercoledì
2024-08-22,Antipasti,Bruschetta Pomodoro,14,2.5,8,35,112,0.6,1.5,Giovedì
2024-08-22,Antipasti,Carpaccio di Manzo,22,5.2,16,114.4,352,2,10.4,Giovedì
2024-08-22,Antipasti,Caprese,23,3.8,12,87.4,276,1.3,4.94,Giovedì
2024-08-22,Antipasti,Prosciutto e Melone,14,4.5,14,63,196,1,4.5,Giovedì
2024-08-22,Primi,Spaghetti Carbonara,22,3.2,14,70.4,308,0.8,2.56,Giovedì
2024-08-22,Primi,Risotto Funghi,21,4.8,16,100.8,336,1.3,6.24,Giovedì
2024-08-22,Primi,Penne Arrabbiata,21,2.8,12,58.8,252,0.6,1.68,Giovedì
2024-08-22,Primi,Tagliatelle Bolognese,30,4.2,15,126,450,1.4,5.88,Giovedì
2024-08-22,Primi,Gnocchi 4 Formaggi,34,3.9,14,132.6,476,1.4,5.46,Giovedì
2024-08-22,Secondi,Tagliata di Manzo,17,8.5,28,144.5,476,1.5,12.75,Giovedì
2024-08-22,Secondi,Filetto di Branzino,18,7.2,26,129.6,468,1.8,12.96,Giovedì
2024-08-22,Secondi,Pollo alla Griglia,20,4.8,18,96,360,1.8,8.64,Giovedì
2024-08-22,Secondi,Costata di Maiale,29,6.2,22,179.8,638,2.5,15.5,Giovedì
2024-08-22,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.5,2.7,Giovedì
2024-08-22,Contorni,Patate al Forno,10,1.2,5,12,50,0.4,0.48,Giovedì
2024-08-22,Contorni,Verdure Grigliate,14,2.5,7,35,98,1.2,3,Giovedì
2024-08-22,Dolci,Tiramisù,14,2.8,8,39.2,112,0.5,1.4,Giovedì
2024-08-22,Dolci,Panna Cotta,13,2.2,7,28.6,91,0.5,1.1,Giovedì
2024-08-22,Dolci,Cheesecake,15,3.5,9,52.5,135,0.9,3.15,Giovedì
2024-08-22,Dolci,Profiterole,17,3.2,8,54.4,136,0.9,2.88,Giovedì
2024-08-23,Antipasti,Bruschetta Pomodoro,22,2.5,8,55,176,1.1,2.75,Venerdì
2024-08-23,Antipasti,Carpaccio di Manzo,20,5.2,16,104,320,1.8,9.36,Venerdì
2024-08-23,Antipasti,Caprese,14,3.8,12,53.2,168,0.7,2.66,Venerdì
2024-08-23,Antipasti,Prosciutto e Melone,22,4.5,14,99,308,1.5,6.75,Venerdì
2024-08-23,Primi,Spaghetti Carbonara,26,3.2,14,83.2,364,0.8,2.56,Venerdì
2024-08-23,Primi,Risotto Funghi,37,4.8,16,177.6,592,2.2,10.56,Venerdì
2024-08-23,Primi,Penne Arrabbiata,38,2.8,12,106.4,456,1.1,3.08,Venerdì
2024-08-23,Primi,Tagliatelle Bolognese,32,4.2,15,134.4,480,1.7,7.14,Venerdì
2024-08-23,Primi,Gnocchi 4 Formaggi,38,3.9,14,148.2,532,1.6,6.24,Venerdì
2024-08-23,Secondi,Tagliata di Manzo,29,8.5,28,246.5,812,3.3,28.05,Venerdì
2024-08-23,Secondi,Filetto di Branzino,29,7.2,26,208.8,754,3.3,23.76,Venerdì
2024-08-23,Secondi,Pollo alla Griglia,17,4.8,18,81.6,306,1.1,5.28,Venerdì
2024-08-23,Secondi,Costata di Maiale,26,6.2,22,161.2,572,2.4,14.88,Venerdì
2024-08-23,Contorni,Insalata Mista,12,1.8,6,21.6,72,1.1,1.98,Venerdì
2024-08-23,Contorni,Patate al Forno,13,1.2,5,15.6,65,0.8,0.96,Venerdì
2024-08-23,Contorni,Verdure Grigliate,12,2.5,7,30,84,1,2.5,Venerdì
2024-08-23,Dolci,Tiramisù,14,2.8,8,39.2,112,0.5,1.4,Venerdì
2024-08-23,Dolci,Panna Cotta,14,2.2,7,30.8,98,0.6,1.32,Venerdì
2024-08-23,Dolci,Cheesecake,16,3.5,9,56,144,1,3.5,Venerdì
2024-08-23,Dolci,Profiterole,17,3.2,8,54.4,136,0.9,2.88,Venerdì
2024-08-24,Antipasti,Bruschetta Pomodoro,27,2.5,8,67.5,216,1.4,3.5,Sabato
2024-08-24,Antipasti,Carpaccio di Manzo,26,5.2,16,135.2,416,1.8,9.36,Sabato
2024-08-24,Antipasti,Caprese,23,3.8,12,87.4,276,1.3,4.94,Sabato
2024-08-24,Antipasti,Prosciutto e Melone,28,4.5,14,126,392,2,9,Sabato
2024-08-24,Primi,Spaghetti Carbonara,39,3.2,14,124.8,546,1.5,4.8,Sabato
2024-08-24,Primi,Risotto Funghi,51,4.8,16,244.8,816,3.3,15.84,Sabato
2024-08-24,Primi,Penne Arrabbiata,32,2.8,12,89.6,384,0.9,2.52,Sabato
2024-08-24,Primi,Tagliatelle Bolognese,47,4.2,15,197.4,705,2.4,10.08,Sabato
2024-08-24,Primi,Gnocchi 4 Formaggi,51,3.9,14,198.9,714,1.9,7.41,Sabato
2024-08-24,Secondi,Tagliata di Manzo,26,8.5,28,221,728,2.9,24.65,Sabato
2024-08-24,Secondi,Filetto di Branzino,30,7.2,26,216,780,3.5,25.2,Sabato
2024-08-24,Secondi,Pollo alla Griglia,28,4.8,18,134.4,504,2.6,12.48,Sabato
2024-08-24,Secondi,Costata di Maiale,27,6.2,22,167.4,594,2.8,17.36,Sabato
2024-08-24,Contorni,Insalata Mista,16,1.8,6,28.8,96,1.9,3.42,Sabato
2024-08-24,Contorni,Patate al Forno,12,1.2,5,14.4,60,0.6,0.72,Sabato
2024-08-24,Contorni,Verdure Grigliate,16,2.5,7,40,112,1.6,4,Sabato
2024-08-24,Dolci,Tiramisù,15,2.8,8,42,120,0.6,1.68,Sabato
2024-08-24,Dolci,Panna Cotta,14,2.2,7,30.8,98,0.5,1.1,Sabato
2024-08-24,Dolci,Cheesecake,15,3.5,9,52.5,135,0.8,2.8,Sabato
2024-08-24,Dolci,Profiterole,24,3.2,8,76.8,192,1.6,5.12,Sabato
2024-08-25,Antipasti,Bruschetta Pomodoro,22,2.5,8,55,176,1.1,2.75,Domenica
2024-08-25,Antipasti,Carpaccio di Manzo,18,5.2,16,93.6,288,1.6,8.32,Domenica
2024-08-25,Antipasti,Caprese,31,3.8,12,117.8,372,1.8,6.84,Domenica
2024-08-25,Antipasti,Prosciutto e Melone,25,4.5,14,112.5,350,1.6,7.2,Domenica
2024-08-25,Primi,Spaghetti Carbonara,36,3.2,14,115.2,504,1.4,4.48,Domenica
2024-08-25,Primi,Risotto Funghi,34,4.8,16,163.2,544,1.9,9.12,Domenica
2024-08-25,Primi,Penne Arrabbiata,51,2.8,12,142.8,612,1.4,3.92,Domenica
2024-08-25,Primi,Tagliatelle Bolognese,50,4.2,15,210,750,2.1,8.82,Domenica
2024-08-25,Primi,Gnocchi 4 Formaggi,30,3.9,14,117,420,1.1,4.29,Domenica
2024-08-25,Secondi,Tagliata di Manzo,32,8.5,28,272,896,3.2,27.2,Domenica
2024-08-25,Secondi,Filetto di Branzino,31,7.2,26,223.2,806,3.8,27.36,Domenica
2024-08-25,Secondi,Pollo alla Griglia,39,4.8,18,187.2,702,2.7,12.96,Domenica
2024-08-25,Secondi,Costata di Maiale,40,6.2,22,248,880,3.2,19.84,Domenica
2024-08-25,Contorni,Insalata Mista,21,1.8,6,37.8,126,2.8,5.04,Domenica
2024-08-25,Contorni,Patate al Forno,20,1.2,5,24,100,1,1.2,Domenica
2024-08-25,Contorni,Verdure Grigliate,11,2.5,7,27.5,77,1.2,3,Domenica
2024-08-25,Dolci,Tiramisù,21,2.8,8,58.8,168,0.7,1.96,Domenica
2024-08-25,Dolci,Panna Cotta,24,2.2,7,52.8,168,1.3,2.86,Domenica
2024-08-25,Dolci,Cheesecake,22,3.5,9,77,198,1,3.5,Domenica
2024-08-25,Dolci,Profiterole,19,3.2,8,60.8,152,1.2,3.84,Domenica
2024-08-26,Antipasti,Bruschetta Pomodoro,14,2.5,8,35,112,0.5,1.25,Lunedì
2024-08-26,Antipasti,Carpaccio di Manzo,13,5.2,16,67.6,208,1.1,5.72,Lunedì
2024-08-26,Antipasti,Caprese,15,3.8,12,57,180,0.9,3.42,Lunedì
2024-08-26,Antipasti,Prosciutto e Melone,22,4.5,14,99,308,1.6,7.2,Lunedì
2024-08-26,Primi,Spaghetti Carbonara,38,3.2,14,121.6,532,1.7,5.44,Lunedì
2024-08-26,Primi,Risotto Funghi,35,4.8,16,168,560,2.4,11.52,Lunedì
2024-08-26,Primi,Penne Arrabbiata,37,2.8,12,103.6,444,0.9,2.52,Lunedì
2024-08-26,Primi,Tagliatelle Bolognese,23,4.2,15,96.6,345,1.1,4.62,Lunedì
2024-08-26,Primi,Gnocchi 4 Formaggi,26,3.9,14,101.4,364,0.9,3.51,Lunedì
2024-08-26,Secondi,Tagliata di Manzo,30,8.5,28,255,840,3.2,27.2,Lunedì
2024-08-26,Secondi,Filetto di Branzino,31,7.2,26,223.2,806,3.9,28.08,Lunedì
2024-08-26,Secondi,Pollo alla Griglia,23,4.8,18,110.4,414,1.4,6.72,Lunedì
2024-08-26,Secondi,Costata di Maiale,28,6.2,22,173.6,616,2.7,16.74,Lunedì
2024-08-26,Contorni,Insalata Mista,15,1.8,6,27,90,1.7,3.06,Lunedì
2024-08-26,Contorni,Patate al Forno,12,1.2,5,14.4,60,0.7,0.84,Lunedì
2024-08-26,Contorni,Verdure Grigliate,14,2.5,7,35,98,1.4,3.5,Lunedì
2024-08-26,Dolci,Tiramisù,16,2.8,8,44.8,128,0.7,1.96,Lunedì
2024-08-26,Dolci,Panna Cotta,12,2.2,7,26.4,84,0.5,1.1,Lunedì
2024-08-26,Dolci,Cheesecake,18,3.5,9,63,162,1.1,3.85,Lunedì
2024-08-26,Dolci,Profiterole,11,3.2,8,35.2,88,0.8,2.56,Lunedì
2024-08-27,Antipasti,Bruschetta Pomodoro,14,2.5,8,35,112,0.7,1.75,Martedì
2024-08-27,Antipasti,Carpaccio di Manzo,22,5.2,16,114.4,352,1.6,8.32,Martedì
2024-08-27,Antipasti,Caprese,14,3.8,12,53.2,168,0.7,2.66,Martedì
2024-08-27,Antipasti,Prosciutto e Melone,20,4.5,14,90,280,1.2,5.4,Martedì
2024-08-27,Primi,Spaghetti Carbonara,30,3.2,14,96,420,1,3.2,Martedì
2024-08-27,Primi,Risotto Funghi,31,4.8,16,148.8,496,2,9.6,Martedì
2024-08-27,Primi,Penne Arrabbiata,36,2.8,12,100.8,432,1,2.8,Martedì
2024-08-27,Primi,Tagliatelle Bolognese,35,4.2,15,147,525,1.5,6.3,Martedì
2024-08-27,Primi,Gnocchi 4 Formaggi,38,3.9,14,148.2,532,1.3,5.07,Martedì
2024-08-27,Secondi,Tagliata di Manzo,29,8.5,28,246.5,812,3,25.5,Martedì
2024-08-27,Secondi,Filetto di Branzino,20,7.2,26,144,520,2.2,15.84,Martedì
2024-08-27,Secondi,Pollo alla Griglia,27,4.8,18,129.6,486,2.2,10.56,Martedì
2024-08-27,Secondi,Costata di Maiale,24,6.2,22,148.8,528,2.3,14.26,Martedì
2024-08-27,Contorni,Insalata Mista,14,1.8,6,25.2,84,1.8,3.24,Martedì
2024-08-27,Contorni,Patate al Forno,14,1.2,5,16.8,70,0.9,1.08,Martedì
2024-08-27,Contorni,Verdure Grigliate,14,2.5,7,35,98,1.6,4,Martedì
2024-08-27,Dolci,Tiramisù,11,2.8,8,30.8,88,0.4,1.12,Martedì
2024-08-27,Dolci,Panna Cotta,16,2.2,7,35.2,112,0.6,1.32,Martedì
2024-08-27,Dolci,Cheesecake,18,3.5,9,63,162,1.1,3.85,Martedì
2024-08-27,Dolci,Profiterole,16,3.2,8,51.2,128,0.9,2.88,Martedì
2024-08-28,Antipasti,Bruschetta Pomodoro,16,2.5,8,40,128,0.9,2.25,Mercoledì
2024-08-28,Antipasti,Carpaccio di Manzo,17,5.2,16,88.4,272,1.1,5.72,Mercoledì
2024-08-28,Antipasti,Caprese,16,3.8,12,60.8,192,0.8,3.04,Mercoledì
2024-08-28,Antipasti,Prosciutto e Melone,22,4.5,14,99,308,1.2,5.4,Mercoledì
2024-08-28,Primi,Spaghetti Carbonara,31,3.2,14,99.2,434,1.3,4.16,Mercoledì
2024-08-28,Primi,Risotto Funghi,32,4.8,16,153.6,512,2.2,10.56,Mercoledì
2024-08-28,Primi,Penne Arrabbiata,37,2.8,12,103.6,444,1.1,3.08,Mercoledì
2024-08-28,Primi,Tagliatelle Bolognese,22,4.2,15,92.4,330,1,4.2,Mercoledì
2024-08-28,Primi,Gnocchi 4 Formaggi,21,3.9,14,81.9,294,0.9,3.51,Mercoledì
2024-08-28,Secondi,Tagliata di Manzo,21,8.5,28,178.5,588,2.4,20.4,Mercoledì
2024-08-28,Secondi,Filetto di Branzino,22,7.2,26,158.4,572,2.8,20.16,Mercoledì
2024-08-28,Secondi,Pollo alla Griglia,18,4.8,18,86.4,324,1.4,6.72,Mercoledì
2024-08-28,Secondi,Costata di Maiale,25,6.2,22,155,550,2.1,13.02,Mercoledì
2024-08-28,Contorni,Insalata Mista,10,1.8,6,18,60,1.2,2.16,Mercoledì
2024-08-28,Contorni,Patate al Forno,8,1.2,5,9.6,40,0.3,0.36,Mercoledì
2024-08-28,Contorni,Verdure Grigliate,12,2.5,7,30,84,1,2.5,Mercoledì
2024-08-28,Dolci,Tiramisù,16,2.8,8,44.8,128,0.7,1.96,Mercoledì
2024-08-28,Dolci,Panna Cotta,11,2.2,7,24.2,77,0.5,1.1,Mercoledì
2024-08-28,Dolci,Cheesecake,16,3.5,9,56,144,1,3.5,Mercoledì
2024-08-28,Dolci,Profiterole,13,3.2,8,41.6,104,0.8,2.56,Mercoledì
2024-08-29,Antipasti,Bruschetta Pomodoro,22,2.5,8,55,176,1.2,3,Giovedì
2024-08-29,Antipasti,Carpaccio di Manzo,16,5.2,16,83.2,256,1,5.2,Giovedì
2024-08-29,Antipasti,Caprese,22,3.8,12,83.6,264,1.3,4.94,Giovedì
2024-08-29,Antipasti,Prosciutto e Melone,23,4.5,14,103.5,322,1.7,7.65,Giovedì
2024-08-29,Primi,Spaghetti Carbonara,21,3.2,14,67.2,294,0.8,2.56,Giovedì
2024-08-29,Primi,Risotto Funghi,25,4.8,16,120,400,1.3,6.24,Giovedì
2024-08-29,Primi,Penne Arrabbiata,38,2.8,12,106.4,456,1.1,3.08,Giovedì
2024-08-29,Primi,Tagliatelle Bolognese,24,4.2,15,100.8,360,1.1,4.62,Giovedì
2024-08-29,Primi,Gnocchi 4 Formaggi,24,3.9,14,93.6,336,1.1,4.29,Giovedì
2024-08-29,Secondi,Tagliata di Manzo,17,8.5,28,144.5,476,1.7,14.45,Giovedì
2024-08-29,Secondi,Filetto di Branzino,29,7.2,26,208.8,754,3,21.6,Giovedì
2024-08-29,Secondi,Pollo alla Griglia,21,4.8,18,100.8,378,1.9,9.12,Giovedì
2024-08-29,Secondi,Costata di Maiale,27,6.2,22,167.4,594,2.6,16.12,Giovedì
2024-08-29,Contorni,Insalata Mista,13,1.8,6,23.4,78,1.4,2.52,Giovedì
2024-08-29,Contorni,Patate al Forno,14,1.2,5,16.8,70,0.9,1.08,Giovedì
2024-08-29,Contorni,Verdure Grigliate,15,2.5,7,37.5,105,1.7,4.25,Giovedì
2024-08-29,Dolci,Tiramisù,17,2.8,8,47.6,136,0.5,1.4,Giovedì
2024-08-29,Dolci,Panna Cotta,10,2.2,7,22,70,0.5,1.1,Giovedì
2024-08-29,Dolci,Cheesecake,15,3.5,9,52.5,135,1,3.5,Giovedì
2024-08-29,Dolci,Profiterole,18,3.2,8,57.6,144,1.3,4.16,Giovedì
2024-08-30,Antipasti,Bruschetta Pomodoro,14,2.5,8,35,112,0.6,1.5,Venerdì
2024-08-30,Antipasti,Carpaccio di Manzo,22,5.2,16,114.4,352,1.9,9.88,Venerdì
2024-08-30,Antipasti,Caprese,22,3.8,12,83.6,264,1.2,4.56,Venerdì
2024-08-30,Antipasti,Prosciutto e Melone,15,4.5,14,67.5,210,0.9,4.05,Venerdì
2024-08-30,Primi,Spaghetti Carbonara,34,3.2,14,108.8,476,1.5,4.8,Venerdì
2024-08-30,Primi,Risotto Funghi,27,4.8,16,129.6,432,1.4,6.72,Venerdì
2024-08-30,Primi,Penne Arrabbiata,32,2.8,12,89.6,384,1,2.8,Venerdì
2024-08-30,Primi,Tagliatelle Bolognese,32,4.2,15,134.4,480,1.6,6.72,Venerdì
2024-08-30,Primi,Gnocchi 4 Formaggi,21,3.9,14,81.9,294,0.9,3.51,Venerdì
2024-08-30,Secondi,Tagliata di Manzo,17,8.5,28,144.5,476,2,17,Venerdì
2024-08-30,Secondi,Filetto di Branzino,28,7.2,26,201.6,728,3,21.6,Venerdì
2024-08-30,Secondi,Pollo alla Griglia,25,4.8,18,120,450,1.8,8.64,Venerdì
2024-08-30,Secondi,Costata di Maiale,29,6.2,22,179.8,638,2.6,16.12,Venerdì
2024-08-30,Contorni,Insalata Mista,8,1.8,6,14.4,48,1,1.8,Venerdì
2024-08-30,Contorni,Patate al Forno,10,1.2,5,12,50,0.6,0.72,Venerdì
2024-08-30,Contorni,Verdure Grigliate,10,2.5,7,25,70,0.9,2.25,Venerdì
2024-08-30,Dolci,Tiramisù,17,2.8,8,47.6,136,0.7,1.96,Venerdì
2024-08-30,Dolci,Panna Cotta,15,2.2,7,33,105,0.6,1.32,Venerdì
2024-08-30,Dolci,Cheesecake,14,3.5,9,49,126,0.8,2.8,Venerdì
2024-08-30,Dolci,Profiterole,14,3.2,8,44.8,112,1.1,3.52,Venerdì
2024-08-31,Antipasti,Bruschetta Pomodoro,20,2.5,8,50,160,0.8,2,Sabato
2024-08-31,Antipasti,Carpaccio di Manzo,20,5.2,16,104,320,1.3,6.76,Sabato
2024-08-31,Antipasti,Caprese,19,3.8,12,72.2,228,1.2,4.56,Sabato
2024-08-31,Antipasti,Prosciutto e Melone,26,4.5,14,117,364,1.8,8.1,Sabato
2024-08-31,Primi,Spaghetti Carbonara,39,3.2,14,124.8,546,1.3,4.16,Sabato
2024-08-31,Primi,Risotto Funghi,43,4.8,16,206.4,688,2.4,11.52,Sabato
2024-08-31,Primi,Penne Arrabbiata,39,2.8,12,109.2,468,1.2,3.36,Sabato
2024-08-31,Primi,Tagliatelle Bolognese,41,4.2,15,172.2,615,1.9,7.98,Sabato
2024-08-31,Primi,Gnocchi 4 Formaggi,43,3.9,14,167.7,602,1.5,5.85,Sabato
2024-08-31,Secondi,Tagliata di Manzo,33,8.5,28,280.5,924,3.2,27.2,Sabato
2024-08-31,Secondi,Filetto di Branzino,37,7.2,26,266.4,962,3.6,25.92,Sabato
2024-08-31,Secondi,Pollo alla Griglia,31,4.8,18,148.8,558,2.3,11.04,Sabato
2024-08-31,Secondi,Costata di Maiale,32,6.2,22,198.4,704,3.2,19.84,Sabato
2024-08-31,Contorni,Insalata Mista,21,1.8,6,37.8,126,2.1,3.78,Sabato
2024-08-31,Contorni,Patate al Forno,20,1.2,5,24,100,1.2,1.44,Sabato
2024-08-31,Contorni,Verdure Grigliate,17,2.5,7,42.5,119,1.9,4.75,Sabato
2024-08-31,Dolci,Tiramisù,21,2.8,8,58.8,168,0.6,1.68,Sabato
2024-08-31,Dolci,Panna Cotta,18,2.2,7,39.6,126,0.7,1.54,Sabato
2024-08-31,Dolci,Cheesecake,18,3.5,9,63,162,0.9,3.15,Sabato
2024-08-31,Dolci,Profiterole,24,3.2,8,76.8,192,1.4,4.48,Sabato
2024-09-01,Antipasti,Bruschetta Pomodoro,18,2.5,8,45,144,0.7,1.75,Domenica
2024-09-01,Antipasti,Carpaccio di Manzo,18,5.2,16,93.6,288,1.4,7.28,Domenica
2024-09-01,Antipasti,Caprese,19,3.8,12,72.2,228,1.2,4.56,Domenica
2024-09-01,Antipasti,Prosciutto e Melone,15,4.5,14,67.5,210,1,4.5,Domenica
2024-09-01,Primi,Spaghetti Carbonara,28,3.2,14,89.6,392,1.2,3.84,Domenica
2024-09-01,Primi,Risotto Funghi,38,4.8,16,182.4,608,2.3,11.04,Domenica
2024-09-01,Primi,Penne Arrabbiata,32,2.8,12,89.6,384,1,2.8,Domenica
2024-09-01,Primi,Tagliatelle Bolognese,25,4.2,15,105,375,1.2,5.04,Domenica
2024-09-01,Primi,Gnocchi 4 Formaggi,38,3.9,14,148.2,532,1.7,6.63,Domenica
2024-09-01,Secondi,Tagliata di Manzo,29,8.5,28,246.5,812,2.8,23.8,Domenica
2024-09-01,Secondi,Filetto di Branzino,25,7.2,26,180,650,3,21.6,Domenica
2024-09-01,Secondi,Pollo alla Griglia,32,4.8,18,153.6,576,2.7,12.96,Domenica
2024-09-01,Secondi,Costata di Maiale,30,6.2,22,186,660,2.9,17.98,Domenica
2024-09-01,Contorni,Insalata Mista,13,1.8,6,23.4,78,1.4,2.52,Domenica
2024-09-01,Contorni,Patate al Forno,17,1.2,5,20.4,85,1,1.2,Domenica
2024-09-01,Contorni,Verdure Grigliate,17,2.5,7,42.5,119,1.6,4,Domenica
2024-09-01,Dolci,Tiramisù,12,2.8,8,33.6,96,0.4,1.12,Domenica
2024-09-01,Dolci,Panna Cotta,20,2.2,7,44,140,1.1,2.42,Domenica
2024-09-01,Dolci,Cheesecake,20,3.5,9,70,180,1.4,4.9,Domenica
2024-09-01,Dolci,Profiterole,18,3.2,8,57.6,144,1.1,3.52,Domenica
2024-09-02,Antipasti,Bruschetta Pomodoro,14,2.5,8,35,112,0.7,1.75,Lunedì
2024-09-02,Antipasti,Carpaccio di Manzo,16,5.2,16,83.2,256,1.1,5.72,Lunedì
2024-09-02,Antipasti,Caprese,18,3.8,12,68.4,216,1,3.8,Lunedì
2024-09-02,Antipasti,Prosciutto e Melone,15,4.5,14,67.5,210,0.9,4.05,Lunedì
2024-09-02,Primi,Spaghetti Carbonara,23,3.2,14,73.6,322,0.7,2.24,Lunedì
2024-09-02,Primi,Risotto Funghi,20,4.8,16,96,320,1,4.8,Lunedì
2024-09-02,Primi,Penne Arrabbiata,20,2.8,12,56,240,0.7,1.96,Lunedì
2024-09-02,Primi,Tagliatelle Bolognese,32,4.2,15,134.4,480,1.5,6.3,Lunedì
2024-09-02,Primi,Gnocchi 4 Formaggi,25,3.9,14,97.5,350,0.8,3.12,Lunedì
2024-09-02,Secondi,Tagliata di Manzo,25,8.5,28,212.5,700,2.6,22.1,Lunedì
2024-09-02,Secondi,Filetto di Branzino,20,7.2,26,144,520,2.6,18.72,Lunedì
2024-09-02,Secondi,Pollo alla Griglia,24,4.8,18,115.2,432,2,9.6,Lunedì
2024-09-02,Secondi,Costata di Maiale,19,6.2,22,117.8,418,1.4,8.68,Lunedì
2024-09-02,Contorni,Insalata Mista,7,1.8,6,12.6,42,0.6,1.08,Lunedì
2024-09-02,Contorni,Patate al Forno,10,1.2,5,12,50,0.6,0.72,Lunedì
2024-09-02,Contorni,Verdure Grigliate,12,2.5,7,30,84,1.3,3.25,Lunedì
2024-09-02,Dolci,Tiramisù,13,2.8,8,36.4,104,0.6,1.68,Lunedì
2024-09-02,Dolci,Panna Cotta,14,2.2,7,30.8,98,0.7,1.54,Lunedì
2024-09-02,Dolci,Cheesecake,9,3.5,9,31.5,81,0.5,1.75,Lunedì
2024-09-02,Dolci,Profiterole,15,3.2,8,48,120,1.1,3.52,Lunedì
2024-09-03,Antipasti,Bruschetta Pomodoro,17,2.5,8,42.5,136,0.8,2,Martedì
2024-09-03,Antipasti,Carpaccio di Manzo,11,5.2,16,57.2,176,0.9,4.68,Martedì
2024-09-03,Antipasti,Caprese,11,3.8,12,41.8,132,0.6,2.28,Martedì
2024-09-03,Antipasti,Prosciutto e Melone,12,4.5,14,54,168,0.7,3.15,Martedì
2024-09-03,Primi,Spaghetti Carbonara,21,3.2,14,67.2,294,0.9,2.88,Martedì
2024-09-03,Primi,Risotto Funghi,23,4.8,16,110.4,368,1.5,7.2,Martedì
2024-09-03,Primi,Penne Arrabbiata,26,2.8,12,72.8,312,0.6,1.68,Martedì
2024-09-03,Primi,Tagliatelle Bolognese,22,4.2,15,92.4,330,1.2,5.04,Martedì
2024-09-03,Primi,Gnocchi 4 Formaggi,21,3.9,14,81.9,294,0.8,3.12,Martedì
2024-09-03,Secondi,Tagliata di Manzo,16,8.5,28,136,448,1.8,15.3,Martedì
2024-09-03,Secondi,Filetto di Branzino,20,7.2,26,144,520,2.3,16.56,Martedì
2024-09-03,Secondi,Pollo alla Griglia,22,4.8,18,105.6,396,1.7,8.16,Martedì
2024-09-03,Secondi,Costata di Maiale,21,6.2,22,130.2,462,1.6,9.92,Martedì
2024-09-03,Contorni,Insalata Mista,10,1.8,6,18,60,1.1,1.98,Martedì
2024-09-03,Contorni,Patate al Forno,12,1.2,5,14.4,60,0.8,0.96,Martedì
2024-09-03,Contorni,Verdure Grigliate,10,2.5,7,25,70,1,2.5,Martedì
2024-09-03,Dolci,Tiramisù,11,2.8,8,30.8,88,0.4,1.12,Martedì
2024-09-03,Dolci,Panna Cotta,12,2.2,7,26.4,84,0.4,0.88,Martedì
2024-09-03,Dolci,Cheesecake,11,3.5,9,38.5,99,0.5,1.75,Martedì
2024-09-03,Dolci,Profiterole,13,3.2,8,41.6,104,0.8,2.56,Martedì
2024-09-04,Antipasti,Bruschetta Pomodoro,13,2.5,8,32.5,104,0.6,1.5,Mercoledì
2024-09-04,Antipasti,Carpaccio di Manzo,17,5.2,16,88.4,272,1.1,5.72,Mercoledì
2024-09-04,Antipasti,Caprese,14,3.8,12,53.2,168,0.8,3.04,Mercoledì
2024-09-04,Antipasti,Prosciutto e Melone,11,4.5,14,49.5,154,0.6,2.7,Mercoledì
2024-09-04,Primi,Spaghetti Carbonara,27,3.2,14,86.4,378,1.1,3.52,Mercoledì
2024-09-04,Primi,Risotto Funghi,27,4.8,16,129.6,432,1.8,8.64,Mercoledì
2024-09-04,Primi,Penne Arrabbiata,32,2.8,12,89.6,384,1,2.8,Mercoledì
2024-09-04,Primi,Tagliatelle Bolognese,17,4.2,15,71.4,255,0.8,3.36,Mercoledì
2024-09-04,Primi,Gnocchi 4 Formaggi,24,3.9,14,93.6,336,0.9,3.51,Mercoledì
2024-09-04,Secondi,Tagliata di Manzo,25,8.5,28,212.5,700,2.4,20.4,Mercoledì
2024-09-04,Secondi,Filetto di Branzino,20,7.2,26,144,520,2.3,16.56,Mercoledì
2024-09-04,Secondi,Pollo alla Griglia,15,4.8,18,72,270,1,4.8,Mercoledì
